satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
tres bien,tres bien,low,225,2,no,no,no,sales,low
excellent,excellent,medium,266,2,no,no,no,sales,low
tres bien,tres bien,medium,154,2,no,no,no,sales,low
tres bien,excellent,medium,142,2,yes,no,no,sales,low
tres bien,excellent,low,207,4,yes,no,no,sales,low
tres bien,bien,medium,162,3,no,no,no,sales,low
assez bien,excellent,high,287,5,yes,no,no,sales,low
excellent,excellent,low,270,6,yes,no,no,sales,medium
passable,tres bien,medium,160,4,yes,no,no,sales,medium
assez bien,excellent,high,113,2,no,no,no,sales,medium
tres bien,bien,medium,178,4,no,no,no,sales,medium
bien,excellent,low,153,2,no,no,no,sales,medium
excellent,tres bien,medium,255,2,no,no,no,sales,medium
tres bien,excellent,medium,257,3,yes,no,no,sales,medium
tres bien,tres bien,medium,243,3,no,no,no,sales,medium
excellent,excellent,low,179,3,no,no,no,sales,medium
bien,assez bien,low,123,2,no,no,no,sales,medium
excellent,tres bien,low,132,2,no,no,no,sales,medium
tres bien,tres bien,low,134,3,no,no,no,sales,medium
bien,bien,low,277,2,yes,no,no,accounting,high
tres bien,excellent,medium,265,2,no,no,no,accounting,low
tres bien,tres bien,medium,269,4,no,no,no,accounting,medium
tres bien,excellent,medium,156,4,no,no,no,hr,medium
assez bien,excellent,high,237,5,no,no,no,hr,medium
tres bien,excellent,low,271,2,no,no,no,hr,medium
tres bien,excellent,low,206,2,no,no,no,hr,low
tres bien,excellent,medium,192,3,no,no,no,technical,low
tres bien,excellent,medium,230,3,no,no,no,technical,low
excellent,tres bien,medium,261,3,no,no,no,technical,low
bien,excellent,low,173,3,yes,no,no,technical,low
assez bien,excellent,low,109,4,yes,no,no,technical,low
excellent,bien,low,247,4,no,no,no,technical,low
excellent,excellent,medium,163,3,no,no,no,technical,low
tres bien,tres bien,medium,149,4,no,no,no,technical,low
passable,bien,high,218,6,no,no,no,technical,low
bien,tres bien,medium,194,2,no,no,no,technical,low
bien,bien,medium,157,2,no,no,no,technical,low
assez bien,tres bien,medium,244,3,no,no,no,support,low
excellent,bien,medium,169,2,no,no,no,support,low
assez bien,bien,low,146,3,yes,no,no,support,low
bien,bien,medium,207,3,no,no,no,support,low
assez bien,excellent,low,195,5,no,no,no,support,low
bien,tres bien,high,148,4,no,no,no,support,low
excellent,bien,low,272,2,no,no,no,support,low
excellent,tres bien,low,185,2,no,no,no,support,low
excellent,tres bien,medium,260,2,yes,no,no,support,low
excellent,bien,low,182,2,yes,no,no,support,medium
excellent,tres bien,low,195,3,no,no,no,support,medium
excellent,excellent,low,168,3,no,no,no,technical,medium
excellent,excellent,low,198,4,yes,no,no,technical,medium
bien,excellent,medium,172,2,no,no,no,technical,medium
bien,bien,medium,216,2,yes,no,no,management,medium
bien,tres bien,low,232,2,no,no,no,IT,medium
bien,bien,low,148,3,no,no,no,IT,medium
bien,excellent,medium,210,2,no,no,no,IT,medium
excellent,bien,low,197,2,no,no,no,IT,medium
tres bien,excellent,medium,241,3,no,no,no,IT,medium
bien,tres bien,medium,154,2,no,no,no,product_mng,medium
bien,excellent,low,259,2,no,no,no,product_mng,high
bien,tres bien,medium,106,2,yes,no,no,product_mng,low
tres bien,tres bien,medium,262,2,no,no,no,product_mng,medium
tres bien,excellent,low,202,2,no,no,no,IT,medium
assez bien,tres bien,medium,174,5,yes,no,no,RandD,medium
bien,excellent,medium,240,2,no,no,no,RandD,medium
tres bien,bien,medium,247,3,no,no,no,RandD,low
tres bien,tres bien,medium,148,3,no,no,no,RandD,low
tres bien,excellent,medium,187,2,yes,no,no,RandD,low
excellent,bien,medium,183,3,no,no,no,marketing,low
excellent,bien,medium,240,2,no,no,no,sales,low
assez bien,bien,medium,149,3,no,no,no,accounting,low
bien,bien,low,130,3,no,no,no,support,low
tres bien,excellent,medium,203,2,no,no,no,technical,low
excellent,tres bien,low,218,3,no,no,no,management,low
excellent,excellent,medium,204,3,yes,no,no,marketing,low
tres bien,tres bien,medium,163,3,yes,no,no,marketing,low
tres bien,bien,medium,183,3,no,no,no,marketing,low
bien,bien,medium,211,4,no,no,no,sales,low
tres bien,tres bien,medium,156,5,yes,no,no,sales,low
tres bien,tres bien,low,196,3,no,no,no,sales,low
excellent,bien,medium,162,2,no,no,no,sales,low
assez bien,excellent,low,218,4,no,no,no,sales,low
excellent,tres bien,medium,135,2,yes,no,no,sales,low
excellent,tres bien,low,273,3,no,no,no,sales,low
bien,tres bien,low,241,3,no,no,no,sales,low
tres bien,assez bien,high,285,4,no,no,no,sales,low
tres bien,tres bien,high,236,3,no,no,no,sales,medium
excellent,bien,medium,222,3,no,no,no,sales,medium
tres bien,tres bien,medium,242,3,no,no,no,sales,medium
excellent,tres bien,medium,166,3,no,no,no,sales,medium
excellent,excellent,low,172,3,no,no,no,sales,medium
bien,bien,medium,249,2,no,no,no,sales,medium
tres bien,excellent,medium,180,2,no,no,no,sales,medium
excellent,bien,medium,197,4,no,no,no,sales,medium
excellent,bien,medium,185,2,no,no,no,sales,medium
excellent,tres bien,low,171,2,no,no,no,sales,medium
excellent,excellent,high,191,6,no,no,no,accounting,medium
bien,bien,medium,250,2,no,no,no,accounting,medium
excellent,excellent,medium,199,3,no,no,no,accounting,high
tres bien,excellent,low,139,2,no,no,no,hr,low
bien,excellent,low,224,3,no,no,no,hr,medium
tres bien,tres bien,low,227,3,no,no,no,hr,medium
excellent,excellent,medium,198,2,no,no,no,hr,medium
excellent,excellent,medium,165,5,no,no,no,technical,medium
excellent,excellent,medium,199,3,no,no,no,technical,low
excellent,excellent,medium,203,3,no,no,no,technical,low
excellent,excellent,medium,243,3,yes,no,no,technical,low
tres bien,tres bien,low,135,3,no,no,no,technical,low
bien,bien,medium,100,4,yes,no,no,technical,low
bien,bien,low,150,3,yes,no,no,technical,low
tres bien,excellent,medium,252,3,no,no,no,technical,low
assez bien,assez bien,low,98,3,no,no,no,technical,low
excellent,tres bien,low,262,3,no,no,no,technical,low
excellent,tres bien,low,257,3,no,no,no,technical,low
excellent,excellent,low,160,3,no,no,no,support,low
tres bien,tres bien,low,190,3,no,no,no,support,low
excellent,tres bien,low,231,2,no,no,no,support,low
bien,bien,low,190,4,no,no,no,support,low
bien,bien,medium,181,3,no,no,no,support,low
bien,excellent,medium,273,3,no,no,no,support,low
assez bien,tres bien,medium,214,6,yes,no,no,support,low
bien,bien,medium,192,2,no,no,no,support,low
excellent,tres bien,medium,224,2,no,no,no,support,low
bien,bien,low,96,3,no,no,no,support,low
excellent,bien,low,276,4,no,no,no,support,low
tres bien,tres bien,low,162,2,yes,no,no,technical,medium
tres bien,excellent,medium,190,4,no,no,no,technical,medium
bien,tres bien,medium,147,3,no,no,no,technical,medium
bien,tres bien,medium,143,3,no,no,no,management,medium
bien,bien,medium,280,6,yes,no,no,IT,medium
tres bien,bien,low,137,2,no,no,no,IT,medium
bien,excellent,low,259,6,no,no,no,IT,medium
tres bien,tres bien,medium,176,3,yes,no,no,IT,medium
passable,tres bien,medium,231,4,yes,no,no,IT,medium
excellent,bien,low,104,3,no,no,no,product_mng,medium
assez bien,tres bien,medium,224,2,no,no,no,product_mng,medium
excellent,excellent,medium,202,3,yes,no,no,product_mng,medium
bien,tres bien,medium,180,3,no,no,no,product_mng,high
tres bien,tres bien,low,228,2,yes,no,no,IT,low
bien,tres bien,medium,165,2,no,no,no,RandD,medium
bien,tres bien,low,177,6,no,no,no,RandD,medium
bien,bien,low,194,2,yes,no,no,RandD,medium
tres bien,excellent,low,192,4,yes,no,no,RandD,medium
tres bien,tres bien,medium,171,2,no,no,no,RandD,low
bien,excellent,low,187,2,no,no,no,marketing,low
tres bien,bien,low,205,3,no,no,no,sales,low
excellent,tres bien,medium,230,4,yes,no,no,accounting,low
passable,excellent,medium,172,2,no,no,no,support,low
excellent,bien,medium,167,3,yes,no,no,technical,low
passable,excellent,medium,145,3,no,no,no,management,low
excellent,bien,low,166,3,no,no,no,marketing,low
excellent,excellent,low,148,3,no,no,no,marketing,low
bien,excellent,medium,223,3,no,no,no,marketing,low
excellent,bien,low,123,4,no,no,no,sales,low
bien,excellent,low,158,3,no,no,no,sales,low
excellent,excellent,low,223,2,no,no,no,sales,low
bien,tres bien,low,252,3,no,no,no,sales,low
bien,excellent,medium,143,2,no,no,no,sales,low
assez bien,excellent,medium,131,6,no,no,no,sales,low
bien,tres bien,medium,206,4,yes,no,no,sales,low
bien,bien,medium,210,3,no,no,no,sales,low
excellent,excellent,medium,262,3,no,no,no,sales,medium
tres bien,tres bien,medium,147,3,no,no,no,sales,medium
tres bien,tres bien,medium,259,3,no,no,no,sales,medium
bien,tres bien,medium,174,3,no,no,no,sales,medium
excellent,excellent,low,150,4,no,no,no,sales,medium
excellent,tres bien,medium,219,2,no,no,no,sales,medium
bien,excellent,medium,178,4,no,no,no,sales,medium
tres bien,excellent,low,269,3,yes,no,no,sales,medium
passable,tres bien,high,205,5,yes,no,no,sales,medium
excellent,tres bien,low,232,3,yes,no,no,sales,medium
bien,bien,low,193,3,no,no,no,sales,medium
passable,bien,low,110,2,no,no,no,accounting,medium
tres bien,tres bien,medium,208,3,no,no,no,accounting,high
assez bien,tres bien,medium,157,4,no,no,no,accounting,low
excellent,excellent,medium,187,4,no,no,no,hr,medium
tres bien,excellent,medium,226,3,no,no,no,hr,medium
tres bien,excellent,medium,266,3,no,no,no,hr,medium
excellent,bien,low,159,3,no,no,no,hr,medium
bien,tres bien,medium,259,3,yes,no,no,technical,low
tres bien,tres bien,medium,150,3,yes,no,no,technical,low
bien,bien,medium,152,3,no,no,no,technical,low
bien,excellent,medium,245,2,no,no,no,technical,low
tres bien,tres bien,medium,227,2,no,no,no,technical,low
excellent,tres bien,medium,261,3,no,no,no,technical,low
excellent,bien,medium,162,3,yes,no,no,technical,low
excellent,excellent,medium,193,3,no,no,no,technical,low
excellent,excellent,medium,144,2,no,no,no,technical,low
bien,bien,high,151,2,no,no,no,technical,low
bien,excellent,medium,225,2,no,no,no,technical,low
tres bien,bien,medium,170,2,no,no,no,support,low
excellent,tres bien,medium,246,3,yes,no,no,support,low
tres bien,tres bien,medium,254,3,no,no,no,support,low
assez bien,tres bien,low,193,4,no,no,no,support,low
tres bien,excellent,medium,175,3,no,no,no,support,low
assez bien,excellent,low,123,4,no,no,no,support,low
passable,tres bien,low,178,5,no,no,no,support,low
excellent,excellent,low,259,2,no,no,no,support,low
passable,excellent,medium,201,6,no,no,no,support,low
assez bien,excellent,medium,185,3,no,no,no,support,low
assez bien,bien,low,166,3,no,no,no,support,medium
assez bien,excellent,medium,213,4,no,no,no,technical,medium
excellent,tres bien,medium,138,2,no,no,no,technical,medium
tres bien,bien,low,168,2,no,no,no,technical,medium
tres bien,tres bien,medium,197,3,no,no,no,management,medium
excellent,tres bien,medium,220,3,no,no,no,IT,medium
tres bien,excellent,low,101,3,yes,no,no,IT,medium
tres bien,tres bien,medium,175,3,yes,no,no,IT,medium
bien,tres bien,medium,181,5,no,no,no,IT,medium
bien,bien,low,157,3,no,no,no,IT,medium
excellent,tres bien,low,247,2,no,no,no,product_mng,medium
excellent,excellent,medium,244,2,no,no,no,product_mng,medium
assez bien,assez bien,medium,152,5,no,no,no,product_mng,high
excellent,excellent,medium,176,4,no,no,no,product_mng,low
excellent,excellent,medium,241,2,no,no,no,IT,medium
bien,bien,medium,240,2,no,no,no,RandD,medium
bien,tres bien,low,226,3,no,no,no,RandD,medium
tres bien,tres bien,high,240,4,no,no,no,RandD,medium
tres bien,tres bien,low,253,5,yes,no,no,RandD,low
tres bien,tres bien,medium,174,3,yes,no,no,RandD,low
bien,tres bien,low,213,2,no,no,no,marketing,low
tres bien,tres bien,medium,195,2,no,no,no,sales,low
bien,excellent,high,230,4,no,no,no,accounting,low
assez bien,excellent,low,248,6,yes,no,no,support,low
tres bien,tres bien,medium,274,2,yes,no,no,technical,low
excellent,excellent,medium,217,2,no,no,no,management,low
passable,tres bien,high,229,6,no,no,no,marketing,low
tres bien,excellent,medium,173,3,no,no,no,marketing,low
tres bien,excellent,low,146,4,no,no,no,marketing,low
tres bien,excellent,medium,151,5,no,no,no,sales,low
tres bien,tres bien,low,137,3,yes,no,no,sales,low
excellent,bien,low,198,3,no,no,no,sales,low
assez bien,excellent,medium,190,5,no,no,no,sales,low
bien,excellent,medium,206,3,no,no,no,sales,low
bien,excellent,medium,238,3,no,no,no,sales,low
bien,bien,low,193,2,yes,no,no,sales,low
excellent,tres bien,medium,176,3,no,no,no,sales,low
tres bien,bien,high,121,5,no,no,no,sales,low
excellent,excellent,medium,145,2,no,no,no,sales,low
tres bien,tres bien,medium,212,3,yes,no,no,sales,medium
bien,tres bien,low,198,4,no,no,no,sales,medium
excellent,bien,low,189,4,yes,no,no,sales,medium
excellent,tres bien,low,200,3,no,no,no,sales,medium
assez bien,excellent,medium,217,5,no,no,no,sales,medium
excellent,tres bien,medium,245,3,no,no,no,sales,medium
excellent,bien,low,260,3,no,no,no,sales,medium
passable,tres bien,medium,206,5,no,no,no,sales,medium
tres bien,tres bien,low,249,2,no,no,no,sales,medium
tres bien,excellent,medium,154,2,yes,no,no,accounting,medium
tres bien,tres bien,medium,147,3,no,no,no,accounting,medium
bien,tres bien,low,148,2,no,no,no,accounting,medium
tres bien,bien,low,220,2,no,no,no,hr,high
excellent,tres bien,low,241,3,no,no,no,hr,low
excellent,bien,low,242,3,no,no,no,hr,medium
tres bien,excellent,low,156,3,yes,no,no,hr,medium
tres bien,excellent,low,155,3,no,no,no,technical,medium
tres bien,bien,low,211,3,no,no,no,technical,medium
tres bien,excellent,medium,137,2,yes,no,no,technical,low
bien,excellent,low,269,2,no,no,no,technical,low
bien,tres bien,low,142,3,no,no,no,technical,low
excellent,bien,medium,267,2,no,no,no,technical,low
excellent,bien,medium,134,6,no,no,no,technical,low
passable,bien,medium,287,4,no,no,no,technical,low
bien,bien,medium,134,3,no,no,no,technical,low
tres bien,bien,low,185,2,no,no,no,technical,low
tres bien,excellent,low,181,4,no,no,no,technical,medium
assez bien,excellent,medium,169,4,no,no,no,support,medium
passable,excellent,low,201,6,no,no,no,support,medium
assez bien,bien,low,215,6,no,no,no,support,medium
assez bien,excellent,low,222,5,no,no,no,support,medium
excellent,tres bien,medium,137,2,no,no,no,support,medium
passable,bien,high,176,5,no,no,no,support,medium
tres bien,tres bien,low,257,2,no,no,no,support,medium
excellent,bien,low,224,4,no,no,no,support,medium
bien,excellent,medium,226,3,no,no,no,support,medium
bien,tres bien,medium,196,3,no,no,no,support,medium
excellent,excellent,medium,256,4,no,no,no,support,medium
excellent,excellent,low,153,4,no,no,no,technical,medium
bien,excellent,medium,221,3,no,no,no,technical,medium
passable,excellent,low,236,3,no,no,no,technical,medium
excellent,tres bien,medium,137,3,no,no,no,management,medium
excellent,tres bien,medium,256,2,no,no,no,IT,medium
bien,excellent,medium,161,2,no,no,no,IT,medium
excellent,bien,medium,167,3,yes,no,no,IT,medium
assez bien,excellent,low,194,2,no,no,no,IT,medium
excellent,excellent,low,231,3,no,no,no,IT,medium
excellent,excellent,medium,152,2,yes,no,no,product_mng,medium
tres bien,tres bien,low,150,3,yes,no,no,product_mng,medium
bien,bien,low,207,3,no,no,no,product_mng,medium
excellent,tres bien,medium,172,3,no,no,no,product_mng,medium
bien,tres bien,low,273,2,no,no,no,IT,high
excellent,tres bien,medium,134,3,no,no,no,RandD,high
bien,excellent,low,109,2,no,no,no,RandD,high
tres bien,bien,medium,124,3,yes,no,no,RandD,high
tres bien,tres bien,medium,253,4,no,no,no,RandD,high
bien,excellent,medium,224,3,no,no,no,RandD,high
tres bien,bien,low,217,2,no,no,no,marketing,high
excellent,tres bien,low,148,4,no,no,no,sales,high
excellent,tres bien,medium,240,3,no,no,no,accounting,high
bien,bien,low,226,3,no,no,no,support,high
bien,excellent,medium,176,3,no,no,no,technical,high
tres bien,excellent,medium,248,3,no,no,no,management,high
tres bien,tres bien,low,206,2,no,no,no,marketing,low
bien,excellent,low,192,3,yes,no,no,marketing,low
excellent,tres bien,low,140,4,no,no,no,marketing,low
excellent,bien,medium,141,3,no,no,no,sales,low
tres bien,excellent,low,220,3,no,no,no,sales,low
excellent,bien,medium,140,3,no,no,no,sales,low
tres bien,bien,medium,194,2,yes,no,no,sales,low
assez bien,excellent,low,228,3,no,no,no,sales,low
tres bien,excellent,medium,238,3,no,no,no,sales,low
tres bien,excellent,low,207,3,no,no,no,sales,low
excellent,excellent,medium,164,2,no,no,no,sales,low
bien,excellent,low,224,3,no,no,no,sales,low
excellent,excellent,medium,201,3,no,no,no,sales,low
bien,tres bien,low,171,2,no,no,no,sales,low
assez bien,tres bien,medium,131,5,no,no,no,sales,low
excellent,excellent,high,239,4,no,no,no,sales,medium
tres bien,excellent,low,202,3,yes,no,no,sales,medium
excellent,tres bien,low,137,3,yes,no,no,sales,medium
tres bien,bien,medium,153,3,no,no,no,sales,medium
tres bien,bien,medium,219,4,yes,no,no,sales,medium
tres bien,bien,low,194,3,yes,no,no,sales,medium
tres bien,bien,medium,228,3,no,no,no,sales,medium
assez bien,excellent,medium,177,5,no,no,no,accounting,medium
bien,tres bien,low,181,3,no,no,no,accounting,medium
assez bien,excellent,medium,280,3,no,no,no,accounting,medium
tres bien,excellent,low,133,2,no,no,no,hr,medium
tres bien,tres bien,low,237,3,no,no,no,hr,medium
excellent,tres bien,medium,152,3,no,no,no,hr,high
bien,excellent,medium,280,6,yes,no,no,hr,high
bien,bien,high,253,4,no,no,no,technical,high
assez bien,bien,medium,105,4,no,no,no,technical,high
excellent,excellent,low,159,3,no,no,no,technical,high
bien,excellent,medium,257,2,no,no,no,technical,high
tres bien,tres bien,low,202,4,no,no,no,technical,high
bien,bien,low,241,3,no,no,no,technical,high
tres bien,excellent,low,267,3,no,no,no,technical,low
assez bien,excellent,medium,175,6,no,no,no,technical,low
excellent,bien,low,257,2,yes,no,no,technical,low
tres bien,excellent,medium,240,3,no,no,no,technical,low
tres bien,tres bien,medium,181,3,yes,no,no,technical,low
tres bien,excellent,low,271,3,no,no,no,support,low
assez bien,excellent,medium,151,3,no,no,no,support,low
bien,tres bien,low,168,3,no,no,no,support,low
tres bien,tres bien,medium,265,3,no,no,no,support,medium
excellent,bien,medium,204,2,no,no,no,support,medium
tres bien,tres bien,medium,223,3,no,no,no,support,medium
bien,tres bien,medium,136,2,no,no,no,support,medium
tres bien,excellent,medium,184,2,no,no,no,support,medium
assez bien,excellent,medium,186,4,yes,no,no,support,medium
